id,remoteId,publishedAt,text,groupId
4371,69331035507580,"2019-03-31 01:08:11","В Техасе (США) недалеко от границы с Мексикой полицейские подъехали к подозрительному пикапу Ford, стоявшему на обочине. Не успели они выйти из машины, чтобы поговорить с водителем пикапа, как тот дал по газам. Ну а вскоре вскрылась причина, почему он не хотел общаться с полицейскими — машина до отказа «набита» нелегалами из Мексики! Сколько их здесь?",1
4370,69333456669564,"2019-03-31 16:23:37","Первая в мире Toyota Supra нового поколения с мотором 2JZ-GTE уже дважды горела

Подробнее: https://drom.ru/s/vfw",1
4369,69334032862076,"2019-03-31 19:06:28","Ателье Hennessey сделало мощный Ford Raptor для Дуэйна «Скалы» Джонсона

Подробнее: https://drom.ru/s/iyz",1
4368,69334245329788,"2019-03-31 20:03:37","УАЗ Пикап сняли в роли «папамобиля» в популярном европейском сериале

Подробности и видео: https://drom.ru/s/AaQ",1
4367,69334581201788,"2019-03-31 21:30:47","Honda Jazz нового поколения лишится традиционных двигателей

Подробнее: https://drom.ru/s/Btd",1
4366,69335040936828,"2019-03-31 23:27:42","В станице Фастовецкой Краснодарского края дорожникам не выделили денег на новый асфальт, но дали на краску для разметки. Пришлось наносить разметку местами прямо по земле.",1
4365,69337246223228,"2019-04-01 11:47:07","Chery наладит в России производство трёх моделей

Узнайте какие и где: https://drom.ru/s/dbK",1
4364,69337375591292,"2019-04-01 13:01:08","Инсайдер: Mitsubishi купил у «АвтоВАЗа» лицензию на Весту

Все неподробности: https://drom.ru/s/eNd",1
4363,69337536744316,"2019-04-01 14:01:04","В краю потерянных судеб

Читайте новые заметки о путешествии: https://drom.ru/s/5hX",1
4362,69337854593916,"2019-04-01 15:20:10","Тест ржавых вёдер. «Зубило» против «классики»

Читайте на сайте: https://drom.ru/s/2NI",1
4361,69338344278908,"2019-04-01 17:35:47","УАЗ 469 1984 года: история приобретения и возрождения.

Читайте новый отзыв от автовладельца: https://drom.ru/s/uop",1
4360,69338531974012,"2019-04-01 18:31:34","Продавать е-ОСАГО позволят посредникам

Подробнее: https://drom.ru/s/luY",1
4359,69338838879100,"2019-04-01 20:01:24","Источник: российский Aurus подает в суд на Rolls-Royce (за дизайн) и на Toyota (за имя)

Деликатные подробности: https://drom.ru/s/SQX",1
4358,69339052526460,"2019-04-01 21:01:11","В российских колониях вместо автозаков будут выпускать суперкары

Подробнее: https://drom.ru/s/4Up",1
4357,69339562396540,"2019-04-01 23:16:10","Китайские строители включили смекалочку — и придумали, как при помощи экскаватора ускорить выравнивание цементной заливки.",1
4356,69341717744508,"2019-04-02 12:30:19","Aurus запатентовал окончательный облик минивэна Arsenal

Больше изображений: https://drom.ru/s/fkv",1
4355,69341861333884,"2019-04-02 13:40:18","УАЗ пообещал представить «Русский Прадо» за 1,5 млн рублей

Подробнее: https://drom.ru/s/FGS",1
4354,69342030154620,"2019-04-02 14:38:28","Toyota RAV4 2017 года: на что способен РАВ4 с двигателем 2.0, за что любят Тойоту в России и почему этот кроссовер выглядит как кусок ?

Читайте новый отзыв от автовладельца: https://drom.ru/s/MJ4",1
4353,69342302325628,"2019-04-02 16:01:55","#объявадня 
Maserati GranTurismo, 2009 год 
1 990 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Bui",1
4352,69342501817212,"2019-04-02 17:02:18","Кроссовер Hyundai Venue оказался уменьшенной версией Santa Fe

Подробнее: https://drom.ru/s/pOg",1
4351,69342818683772,"2019-04-02 18:31:42","У Lamborghini не осталось претензий к бренду Aurus

Подробнее: https://drom.ru/s/pBk",1
4350,69343167204220,"2019-04-02 20:22:18","Автомобили-«глюки» из Голландии и душевный трактор-автодом из России

Читайте новую статью на сайте: https://drom.ru/s/vcf",1
4349,69343983651708,"2019-04-03 00:07:17","У проекта Кортеж новый руководитель

Подробнее: https://drom.ru/s/tqk",1
4348,69346128710524,"2019-04-03 13:00:46","Кроссовер Chery Tiggo 8 обновился и обзавёлся новым мотором

Подробнее: https://drom.ru/s/j38",1
4347,69346300611452,"2019-04-03 14:09:49","Самые популярные дизели. Топ машин нашего рынка

Смотрите список: https://drom.ru/s/XHp",1
4346,69346605484924,"2019-04-03 15:32:20","Toyota Alphard 2002 года: почему с таким автомобилем хорошо, если не разобьёшься на первом перекрёстке, на чём ездит вся Америка и Канада и особенности техосмотра зарубежом.

Читайте новый отзыв от автовладельца: https://drom.ru/s/bxV",1
4345,69347154873212,"2019-04-03 18:06:23","Ford распродаёт машины в России: Focus — от 705 тысяч, Kuga — от 1,3 млн

Подробнее: https://drom.ru/s/DFF",1
4344,69347507653500,"2019-04-03 19:53:30","Что мы потеряли: представлено новое поколение Ford Kuga

Подробнее о новинке: https://drom.ru/s/wH7",1
4343,69347958934396,"2019-04-03 21:55:09","Пикапы-трудяги против гламурных грузовиков. Тестируем четыре модели

Читайте на сайте: https://drom.ru/s/IOJ",1
4342,69348201810812,"2019-04-03 23:01:15","В китайской армии есть прикольное приспособление, которое позволяет развернуть грузовик буквально на пятачке.",1
4341,69348447046524,"2019-04-03 23:59:22","Дорожное покрытие в Японии: пример грамотного подхода к строительству дорог

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/vTn",1
4340,69350536399740,"2019-04-04 12:01:51","В Тольятти засняли прототип обновлённой Lada Granta Sport

Все фото: https://drom.ru/s/CZJ",1
4339,69350624676732,"2019-04-04 13:01:12","ГАЗ хотят лишить прав на торговую марку «Победа»

Подробнее: https://drom.ru/s/0FQ",1
4338,69350812175228,"2019-04-04 14:01:35","Путин приехал на открытие завода Mercedes-Benz в Московской области на Аурусе

Подробнее: https://drom.ru/s/owq",1
4337,69350984928124,"2019-04-04 15:01:37","«Вьетнамские БМВ» запатентовали в России (и это неслучайно)

Подробнее: https://drom.ru/s/yXg",1
4336,69351198641020,"2019-04-04 16:01:57","Nissan Patrol 2010 года: автомобиль, доставшийся по взаимозачёту, большой расход и транспортный налог и детальный разбор ходовых качеств.

Читайте новый отзыв от автовладельца: https://drom.ru/s/YD2",1
4335,69351400754044,"2019-04-04 17:02:20","#объявадня 
Mini Roadster, 2013 год 
1 777 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/pSQ",1
4334,69351602670460,"2019-04-04 18:01:59","Бывший цех ЗИЛа стал самым большим дилерским центром Mercedes-Benz в Европе

Подробнее: https://drom.ru/s/bJs",1
4333,69351799868284,"2019-04-04 19:01:56","KIA сделала Панамеру для бедных? Первый тест спортуниверсала ProCeed

Читайте на сайте: https://drom.ru/s/vfg",1
4332,69351999425404,"2019-04-04 20:01:19","Как дурят дилеры при продаже нового авто в кредит

Смотрите новое видео на канале Drom Fun: https://drom.ru/s/wIE",1
4331,69352214252412,"2019-04-04 21:01:12","Ford Puma теперь будет кроссовером: известны детали

Подробнее: https://drom.ru/s/yK5",1
4330,69352615594876,"2019-04-04 23:03:06","Новый выпуск ГвоздиShow — на этот раз о технологиях искусственого интеллекта в автомобиле. ",1
4329,69352813120380,"2019-04-04 23:59:25","Портланд, США: по счастливой случайности мчащийся по диагонали Лексус не прихватил с собой другие автомобили. Оказалось, водитель Лексуса потерял сознание, а его нога продолжала удерживать педаль газа. Уже за кадром машина перевернулась, никто вроде бы серьезно не пострадал.",1
4328,69354885630844,"2019-04-05 12:46:02","Chery показала интерьер рестайлингового кроссовера Tiggo 8: всё по-новому 

Больше фото: https://drom.ru/s/xRh",1
4327,69355086236540,"2019-04-05 14:01:17","Авторынок в марте: снова плюс!

Новый отчёт уже сайте: https://drom.ru/s/eyn",1
4326,69355307223932,"2019-04-05 15:01:52","Запас хода электрокаров могут довести до 1000 километров уже через несколько лет

Подробнее: https://drom.ru/s/hIz",1
4325,69355554098044,"2019-04-05 16:11:23","Можно ли сейчас ездить с «квадратными» номерами?

Читайте на сайте: https://drom.ru/s/6uE",1
4324,69355737205628,"2019-04-05 17:02:33","#объявадня 
Москвич 403, 1964 год 
1 370 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/EdD",1
4323,69355946265468,"2019-04-05 18:01:44","«Нет, это не Subaru». Тест ядреной Toyota Caldina GT-Four

Читайте на сайте: https://drom.ru/s/6Im",1
4322,69356696456060,"2019-04-05 21:58:10","Bugatti рассказала, чем ее кроссовер будет отличаться от Bentley, Porsche и Audi

Подробности по ссылке: https://drom.ru/s/RKJ",1
4321,69358967343996,"2019-04-06 10:09:58","Начальник ГИБДД Москвы ушёл в отставку (из-за резонансного ДТП)

Подробнее: https://drom.ru/s/cqm",1
4320,69359041268604,"2019-04-06 11:20:48","В июле выйдет бюджетный кроссовер Renault за 500 тысяч рублей. Но есть нюанс

Подробности по ссылке: https://drom.ru/s/iNy",1
4319,69365935197052,"2019-04-07 20:30:22","«Побольше лидаров, побольше!»: невесёлые мысли после соревнования беспилотников

Читайте на сайте: https://drom.ru/s/wGp",1
4318,69366614346620,"2019-04-07 23:09:52","Обзор тестов летних шин сезона-2019: новинки и бюджетные

Читайте по ссылке: https://drom.ru/s/PeM",1
4317,69366836972412,"2019-04-07 23:59:22","Курение над заправочным пистолетом — это по определению признак сверх-разума.",1
4316,69369180343164,"2019-04-08 14:13:31","Неудачный перегон Тойоты Короллы. Декабрь 2003 год

Читайте на сайте: https://drom.ru/s/Q5P",1
4315,69369480039292,"2019-04-08 15:46:01","Битва комплектаций. Выбираем оптимальное оснащение компактного кроссовера

Читать: https://drom.ru/s/aNx",1
4314,69369754307452,"2019-04-08 17:12:12","#объявадня 
Toyota GT 86, 2012 год 
1 275 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/7D1",1
4313,69370534775676,"2019-04-08 21:39:59","В ГИБДД назвали самые опасные для водителей регионы России

Смотрите по ссылке: https://drom.ru/s/vrn",1
4312,69370678889340,"2019-04-08 22:30:09","BMW, Daimler AG и Volkswagen заподозрены в картельном сговоре

Подробнее о ситуации: https://drom.ru/s/F6T",1
4311,69370866846588,"2019-04-08 23:30:27","Можно было подумать, что у водителя заснятого на МКАД Hyundai Vercruz барахлит навигатор, но нет — это наркотики.",1
4310,69372914912124,"2019-04-09 13:22:01","Супердорогой электрический Мустанг из России: собран первый кузов

Подробнее: https://drom.ru/s/eBo",1
4309,69373181774716,"2019-04-09 14:56:50","Российский генерал: в воюющей Сирии дороги лучше, чем в мирном Екатеринбурге

Подробнее: https://drom.ru/s/S9I",1
4308,69373437234044,"2019-04-09 16:10:41","Audi вывела на российский рынок самую дешёвую версию седана A8

Подробнее: https://drom.ru/s/PZ8",1
4307,69373666741116,"2019-04-09 17:23:00","Три русские мечты: X5, Крузак и Туарег

Сравниваем эти автомобили в нашей новой статье: https://drom.ru/s/BoI",1
4306,69373915581308,"2019-04-09 18:37:42","С 15 апреля в России подорожают платные дороги

Подробнее: https://drom.ru/s/pri",1
4305,69374183689084,"2019-04-09 19:56:39","В скором времени договор купли-продажи автомобилей станет электронным

Подробнее: https://drom.ru/s/J8l",1
4304,69374750051196,"2019-04-09 22:41:21","Как будет выглядеть новый бюджетный кроссовер Hyundai Venue — это больше не секрет

Подробнее о новинке: https://drom.ru/s/5mC",1
4303,69374914808700,"2019-04-09 23:31:01","На Украине своя атмосфера...",1
4302,69376993872764,"2019-04-10 12:25:28","Lexus представит свою версию Toyota Alphard через неделю

Подробнее: https://drom.ru/s/jKx",1
4301,69377151880060,"2019-04-10 13:30:20","Карлос Гон всё-таки рассказал правду «о том, что происходит»

Читайте на сайте: https://drom.ru/s/uMu",1
4300,69377333742460,"2019-04-10 14:30:30","Volkswagen выкатил на тесты прототип самой мощной модификации Tiguan R

Подробнее: https://drom.ru/s/ojX",1
4299,69377526287228,"2019-04-10 15:31:48","Как найти хороший шиномонтаж?

Разбираемся в нашем новом материале: https://drom.ru/s/Vlp",1
4298,69377720273788,"2019-04-10 16:30:39","#объявадня 
Porsche Cayenne, 2018 год 
10 300 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/r7C",1
4297,69377929333628,"2019-04-10 17:30:21","Volkswagen Caravelle 2018 года: первая часть отзыва о том, как автор «дошёл до такой жизни» и купил Фольксваген Каравеллу (да еще и в лизинг) и непосредственно сама история покупки данного авто.

Читайте новый отзыв от автовладельца: https://drom.ru/s/lho",1
4296,69378207075196,"2019-04-10 19:02:00","На ралли-рейде в Аргентине у участников загорелся болид. К счастью, им хватило сноровки быстро покинуть его.",1
4295,69381066804092,"2019-04-11 12:01:53","Минтранс обвинил регионы в подложной статистике о состоянии дорог

Подробнее: https://drom.ru/s/glH",1
4294,69381165370236,"2019-04-11 13:00:43","Mercedes-Benz GLS нового поколения готов к дебюту: опубликованы фотографии

Все фото: https://drom.ru/s/U9S",1
4293,69381329013628,"2019-04-11 14:01:05","Импорт легковых автомобилей в Россию в 2019 году неожиданно обвалился

Подробнее: https://drom.ru/s/qWP",1
4292,69381501635452,"2019-04-11 15:01:37","Штраф за превышение скорости может увеличиться в шесть раз — инициатива ГИБДД

Подробнее: https://drom.ru/s/Kkk",1
4291,69381699947388,"2019-04-11 16:02:02","Самые крутые авторынки России: «Зеленый угол», Владивосток

Читайте на сайте: https://drom.ru/s/Osx",1
4290,69381920148348,"2019-04-11 17:02:21","Volkswagen Teramont 2018 года: сравнение с Каравеллой, средний расход топлива и кому не подойдёт этот автомобиль.

Читайте новый отзыв от автовладельца: https://drom.ru/s/lwF",1
4289,69383291423612,"2019-04-12 00:07:08","Поразительное видео из Таиланда: водитель байка только благодаря своей сообразительности избежал участи быть расплющенным 40-футовым морским контейнером.",1
4288,69385151662972,"2019-04-12 11:33:01","«Русский Прадо»: первые подробности про УАЗ Патриот 2020 года

Читайте на сайте: https://drom.ru/s/cXW",1
4287,69385309473660,"2019-04-12 13:07:32","Минпромторг рассказал, сколько заказано Сенатов и когда выйдет внедорожник Komendant

https://drom.ru/s/sJP",1
4286,69385471609724,"2019-04-12 14:01:06","Русский инженер обвинил шоу с Джереми Кларксоном в плагиате

Подробнее: https://drom.ru/s/IrZ",1
4285,69385656748924,"2019-04-12 15:01:50","Renault рассказала подробности о серийной версии кроссовера Arkana для России

Читайте по ссылке: https://drom.ru/s/ArB",1
4284,69385869282172,"2019-04-12 16:02:13","В гостях у «дяди Васи». Две Лады и «китаец»: с кем больше проблем?

Читайте на сайте: https://drom.ru/s/dVW",1
4283,69386070150012,"2019-04-12 17:02:25","На чём ездить по Луне? Семь машин у нас над головой

Читайте: https://drom.ru/s/XDm",1
4282,69386266692476,"2019-04-12 18:01:51","Космический ЗИЛ. Знакомимся с редчайшим вездеходом

https://drom.ru/s/kac",1
4281,69386468477820,"2019-04-12 19:02:01","«АвтоВАЗ» уходит из Европы. Навсегда?

Разбираемся в ситуации: https://drom.ru/s/0da",1
4280,69387255761788,"2019-04-12 23:01:07","Общее отношение потребителей к каршерингу: не своё — не жалко. Вот куда нелёгкая завела этот каршеринговый Mercedes-Benz GLA.",1
4279,69389854722940,"2019-04-13 14:42:22","Медведев утвердил новый порядок внесения изменений в конструкции автомобилей

Подробнее: https://drom.ru/s/ZAr",1
4278,69390427179900,"2019-04-13 17:24:23","Парад Победы 2019 будут принимать на Аурусах. Уже идут репетиции

Подробнее: https://drom.ru/s/z6c",1
4277,69394210507644,"2019-04-14 16:02:13","Исторический миксер: что происходит с наследием ЗиЛа?

Читайте на сайте: https://drom.ru/s/QYZ",1
4276,69395574442876,"2019-04-14 22:04:19","Toyota RAV4 вновь обрела индивидуальность

Читайте наш обзор на сайте: https://drom.ru/s/Yw5",1
4275,69395807292284,"2019-04-14 23:01:06","Западные перегоны 90-х, а также дромовские истории, о космических технологиях и рыбалке

Читайте на сайте: https://drom.ru/s/NMZ",1
4274,69398025292668,"2019-04-15 12:32:05","Новый Mercedes-Benz GLS: первые фото

Смотрите по ссылке: https://drom.ru/s/gg2",1
4273,69398264236924,"2019-04-15 14:11:55","Toyota Carina ED 1994 года: история о том, как я пересел с ВАЗ-2115 на машину мечты

Читайте новый отзыв от автовладельца: https://drom.ru/s/AFz",1
4272,69399105325948,"2019-04-15 18:16:27","Volkswagen представил электрический кроссовер с трёхрядным салоном

Подробнее о новинке: https://drom.ru/s/fVK",1
4271,69399438314364,"2019-04-15 19:56:36","С BMW 1-Series сорвали покровы, но пока не до конца

Подробнее: https://drom.ru/s/KRz",1
4270,69399657663356,"2019-04-15 21:01:40","#объявадня 
Lincoln Continental, 1960 год
4 400 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/3Oa",1
4269,69399867116412,"2019-04-15 22:01:47","Торговля едой с колёс: все плюсы и минусы

Читайте на сайте: https://drom.ru/s/cJf",1
4268,69400315644796,"2019-04-16 00:02:55","Гаишник поражает своей сдержанностью.",1
4267,69402590071676,"2019-04-16 14:01:08","СМИ подтвердили, что автомобили Ravon будут собирать на заводе Derways

Подробнее: https://drom.ru/s/J34",1
4266,69402790939516,"2019-04-16 15:01:26","Сколько новых водителей появилось в РФ в 2018 году?

Есть ответ: https://drom.ru/s/sam",1
4265,69403026869116,"2019-04-16 16:02:28","Volkswagen представил в Шанхае самый большой кроссовер за всю свою историю

Подробнее о новинке: https://drom.ru/s/Ke9",1
4264,69403265289084,"2019-04-16 17:02:11","«АвтоВАЗ» тихо внёс изменения в комплектацию Лады Гранты

Смотрите полный список: https://drom.ru/s/TYd",1
4263,69403482409852,"2019-04-16 18:01:38","Скидки на машины по госпрограммам: стоит поторопиться?

Новая статья на сайте: https://drom.ru/s/Xo2",1
4262,69403689569148,"2019-04-16 19:02:03","Из Удмуртии в Горный Алтай на автодоме Mercedes-Benz Zetros. Сентябрь 2017

Читайте по ссылке: https://drom.ru/s/BWX",1
4261,69404148583292,"2019-04-16 21:19:54","В Шанхае дебютировал первый минивэн марки Lexus

Подробнее: https://drom.ru/s/AJY",1
4260,69404545010556,"2019-04-16 23:01:48","У пожарных машин с заполненной водой цистерной — высокий центр тяжести, поэтому перевернуть их очень просто. Вот, например, пожарный Урал лёг на бок от, в общем, не такого уж сильного удара. ",1
4259,69407072603004,"2019-04-17 14:01:02","Nissan Sylphy нового поколения удивил дизайном

Подробнее: https://drom.ru/s/vGt",1
4258,69407305124732,"2019-04-17 15:01:42","«АвтоВАЗ» предлагает всем желающим придумать имя для новых моделей

Все подробности по ссылке: https://drom.ru/s/vMF",1
4257,69407501601660,"2019-04-17 16:02:51","Новый эксперимент на российских дорогах: платные перекрестки

Подробнее: https://drom.ru/s/Mru",1
4256,69407713020796,"2019-04-17 17:02:30","Hyundai Creta второго поколения показали в Китае

Подробнее о новинке: https://drom.ru/s/EI3",1
4255,69407924505468,"2019-04-17 18:02:15","ВИДЕО: слёт поклонников старых КрАЗов в Германии (!)

Смотреть: https://drom.ru/s/dxz",1
4254,69408139266940,"2019-04-17 19:02:00","#объявадня 
ГАЗ 24 Волга, 1978 год
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/FPn",1
4253,69411277982588,"2019-04-18 12:48:45","«Живые» фото с Шанхайского автосалона – китайцы жгут!

Смотрите по ссылке: https://drom.ru/s/Sqv",1
4252,69411408464764,"2019-04-18 13:40:13","«АвтоВАЗ» сертифицировал XRAY с мотором Renault и вариатором Jatco. Скоро продажи

Больше подробностей: https://drom.ru/s/p47",1
4251,69411776973692,"2019-04-18 15:39:55","Надо ли в России менять масло чаще, чем в других странах?

Отвечаем: https://drom.ru/s/xW6",1
4250,69411914926972,"2019-04-18 16:17:14","В России стал доступен «эксклюзивный» Volkswagen Touareg

Подробнее: https://drom.ru/s/v5b",1
4249,69412185131900,"2019-04-18 17:30:17","Существует ли в Японии рынок импортных автомобилей?

Рассказываем в новом видео: https://drom.ru/s/tP9",1
4248,69412379511676,"2019-04-18 18:31:55","Со сменой поколений Toyota Highlander перешёл на платформу TNGA

Подробнее: https://drom.ru/s/Nj8",1
4247,69412634119036,"2019-04-18 19:48:13","Дерипаска: «Группа ГАЗ» не выживет, если с неё не снимут санкции

Подробнее: https://drom.ru/s/NWY",1
4246,69412766567292,"2019-04-18 20:30:30","#объявадня 
Mazda RX-8, 2005 год
700  000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/HLP",1
4245,69413308877692,"2019-04-18 23:30:16","Мастер-класс по парковке  от неизвестного гуру из Китая.",1
4244,69415622757244,"2019-04-19 13:36:36","Новый Mercedes-Benz GLS стал более крупным, обтекаемым и электрифицированным

Подробнее: https://drom.ru/s/ay0",1
4243,69415857572732,"2019-04-19 14:51:35","Subaru Outback нового поколения обзавелся турбомотором и экраном в стиле Tesla Model S

Подробнее: https://drom.ru/s/TwT",1
4242,69416057129852,"2019-04-19 15:54:55","ЭРА-ГЛОНАСС спасла семейную пару от дорожных бандитов

Подробнее: https://drom.ru/s/aoR",1
4241,69416287226748,"2019-04-19 17:02:02","Кто «премиальнее»: Camry, «шестёрка» или Optima?

Читайте на сайте: https://drom.ru/s/wlO",1
4240,69416678607740,"2019-04-19 18:54:33","ГИБДД впервые раскрыла данные об экологических классах автомобилей в стране

Смотрите на сайте: https://drom.ru/s/kCn",1
4239,69417209449340,"2019-04-19 21:42:54","Toyota прокомментировала тихий показ таинственного купе с необычным дизайном

Подробнее: https://drom.ru/s/e8k",1
4238,69417397996412,"2019-04-19 22:40:15","Ретротест «Запорожца». Как он прошёл путь от ржавого гаража до гоночного трека

Читайте на сайте: https://drom.ru/s/rIb",1
4237,69417560656764,"2019-04-19 23:30:40","В Медногорске Оренбургской области полным фиаско завершилась погоня гаишников на Гранте за некими нарушителями на ВАЗ-2101 — машина дорожной полиции провалилась в придорожную водосточную канаву. «Копейке» удалось объехать эту неожиданную яму, а полицейскому автомобилю — нет...   ",1
4236,69420370512764,"2019-04-20 16:56:25","Телеканал Минобороны полностью раскрыл облик парадного кабриолета Aurus

Смотрите по ссылке: https://drom.ru/s/on5",1
4235,69420580490108,"2019-04-20 18:01:58","СМИ: разделение водителей на любителей и профессионалов произойдет не ранее 2020 года

Подробнее: https://drom.ru/s/kmF",1
4234,69420802722684,"2019-04-20 19:02:43","КАМАЗ отказался от покупки погибающего производителя троллейбусов

Подробнее: https://drom.ru/s/oAA",1
4233,69421632211836,"2019-04-20 23:01:05","Поразительное видео: взрослая собака спасает щенка от риска быть раздавленным автомобилем.",1
4232,69425182034812,"2019-04-21 16:07:51","«АвтоВАЗ» признал, что двигатель Renault легче и точнее его собственного

Подробнее: https://drom.ru/s/XMR",1
4231,69425481665404,"2019-04-21 17:02:04","Непривычно восхитительная. Первый тест полноприводной Mazda 3

Читайте на сайте: https://drom.ru/s/FgE",1
4230,69425753377660,"2019-04-21 18:01:51","Путешествие на автодоме по Карелии в июле 2017 года

Читайте по ссылке: https://drom.ru/s/qu6",1
4229,69426419354492,"2019-04-21 21:01:45","#объявадня 
Nissan Skyline, 2001 год
1 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/g8C",1
4228,69426633395068,"2019-04-21 22:01:31","Гибридная Toyota Succeed. Кто, если не она?

Наш новый тест-драйв уже доступен: https://drom.ru/s/Jvo",1
4227,69426863098748,"2019-04-21 23:01:24","В Нью-Джерси, США, непогода сорвала с опор провода, ремонтник на грузовике приехал чинить поломку, но получилось не очень...",1
4226,69429530676092,"2019-04-22 16:02:30","Глазами «перекупов». Грустная правда о нас, покупателях

Читать: https://drom.ru/s/B9d",1
4225,69429726890876,"2019-04-22 17:02:13","С 1 мая вступит в силу ГОСТ по уменьшенным дорожным знакам

Подробнее: https://drom.ru/s/W72",1
4224,69429953252220,"2019-04-22 18:24:47","В России неожиданно рухнули продажи люксовых автомобилей

Подробнее: https://drom.ru/s/keJ",1
4223,69430125546364,"2019-04-22 19:30:20","Ford Explorer 2016 года: отзыв об автомобиле-убийце.

Читайте новый отзыв от автовладельца: https://drom.ru/s/eSP",1
4222,69430284733308,"2019-04-22 20:30:21","#объявадня 
Porsche Cayenne, 2012 год 
4 500 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/iCo",1
4221,69430525905788,"2019-04-22 21:57:26","Завод ЗАЗ продает уникальный Lanos для кольцевых гонок

Подробнее: https://drom.ru/s/RUk",1
4220,69430710520700,"2019-04-22 23:01:22","Америка, как всегда, радует зрелищными полицейскими погонями — во Флориде на минувшей неделе гонялись за старым Nissan Altima. За рулём была женщина в наркотическом опьянении, с ней в салоне сидели две подружки, тоже «в хлам». По сообщению издания The Smoking Gun, когда женщин догнали и вытащили из машины, оказалось, что все трое — совершенно голые. В видео этого момента, к сожалению или к счастью, нет.  ",1
4219,69432794303356,"2019-04-23 13:30:48","Работники Mazda отреставрировали Familia начала 80-х

Фото и подробности: https://drom.ru/s/jFl",1
4218,69432985996156,"2019-04-23 14:35:18","Взорвавшаяся батарея уничтожила Tesla Model S и еще несколько автомобилей

Смотрите видео: https://drom.ru/s/gpL",1
4217,69433162681212,"2019-04-23 15:32:06","Kia Soul со сменой поколений почти не подорожал

Подробнее: https://drom.ru/s/Rak",1
4216,69433356602236,"2019-04-23 16:30:44","BMW X6 2009 года: долгая история покупки, разные ситуации в дилерских центрах  и почему язык не поворачивается называть Х6 девочкой.

Читайте новый отзыв от автовладельца: https://drom.ru/s/sIe",1
4215,69433519131516,"2019-04-23 17:30:17","Гибридные авто в России: какие, сколько и есть ли у них будущее?

Читайте на сайте: https://drom.ru/s/mBx",1
4214,69433686379388,"2019-04-23 18:31:45","В России может появиться гибрид ОСАГО и каско

Первые подробности: https://drom.ru/s/Vv3",1
4213,69433847139196,"2019-04-23 19:30:21","#объявадня 
Ford Thunderbird, 1968 год 
3 300 000 ₽ 
⠀ 
Всю информацию можете найти на сайте — https://drom.ru/s/Gt8",1
4212,69436760083324,"2019-04-24 13:40:19","Названы марки автомобилей, водители которых чаще всего нарушают правила

Смотрите список: https://drom.ru/s/HoI",1
4211,69437011217276,"2019-04-24 15:04:26","Модельный ряд Mercedes-AMG получит важную особенность

Подробнее: https://drom.ru/s/fGi",1
4210,69437214313340,"2019-04-24 16:03:12","В России стареет парк легковых автомобилей

Подробнее: https://drom.ru/s/nsd",1
4209,69437565913980,"2019-04-24 17:49:32","Названы любимые автомобили российских чиновников

Весь список: https://drom.ru/s/1dL",1
4208,69437668871036,"2019-04-24 18:31:44","Более 2 миллионов за хот-хэтч от Hyundai. Это много или мало?

Выясняем в нашем новом тест-драйве: https://drom.ru/s/t4M",1
4207,69438015556476,"2019-04-24 20:30:39","Предел скорости на трассах предложили увеличить до 110 км/ч

Подробнее: https://drom.ru/s/Vpo",1
4206,69438303193980,"2019-04-24 22:13:26","Глава ГИБДД предложил приравнять детей к прицепам

Подробнее: https://drom.ru/s/bzI",1
4205,69438475291516,"2019-04-24 23:11:00","Ответственность за липовый техосмотр ужесточат

Подробнее: https://drom.ru/s/k18",1
4204,69440581356412,"2019-04-25 12:15:06","Toyota снимает с производства Mark X. Замены не будет

Подробнее: https://drom.ru/s/NFN",1
4203,69440925354876,"2019-04-25 14:14:49","Первый Haval русской сборки: в каких версиях его предложат
 
Разбираемся: https://drom.ru/s/RXk",1
4202,69441186581372,"2019-04-25 15:01:36","Классический Toyota Land Cruiser J40 превратили в безумный хот-род

Смотрите видео и фото: https://drom.ru/s/7Gg",1
4201,69441420807036,"2019-04-25 16:02:23","Mercedes-Benz выкатил на тесты странный прототип

Подробнее: https://drom.ru/s/wKO",1
4200,69441627310972,"2019-04-25 17:02:32","Skoda Octavia 2019 года: неожиданная смена Кашкай на Октавию, плюсы и минусы и итоговые впечатления спустя неделю после покупки

Читайте новый отзыв от автовладельца: https://drom.ru/s/T5Z",1
4199,69441834142588,"2019-04-25 18:01:48","Блог Рио Х-Лайн. Весенние будни русского корейца на службе у приморского журналиста

Читайте новый пост на сайте: https://drom.ru/s/U19",1
